35.187.118.51,100.0,10634
63.143.42.250,6.040391909192085,1173
40.77.167.6,1.0,4
46.229.168.140,1.0,14
46.229.168.149,1.4407184289972932,30
46.229.168.153,1.0,20
91.242.162.66,1.9158883083359672,2
46.229.168.161,1.583434397769155,14
46.229.168.142,1.0068322982087674,24
46.229.168.141,1.0313254949209203,25
46.229.168.150,1.0,23
54.36.149.19,1.0,1
54.36.150.70,1.0,1
54.36.150.48,1.0,3
54.36.149.59,1.0,1
54.36.149.7,1.0,1
46.229.168.143,1.0,30
46.229.168.146,1.2546254720149896,22
46.229.168.133,3.7775021196025973,27
54.36.148.214,1.0,3
46.229.168.134,3.4548579228128893,26
207.46.13.26,2.875055681536833,6
86.177.248.9,15.151364056827978,191
157.55.39.143,1.0,1
216.244.66.197,4.370513780350956,44
46.229.168.163,2.4546254720149894,22
54.36.148.238,1.0,2
185.21.208.127,1.0,28
157.55.39.128,1.0,2
46.229.168.148,1.9068322982087673,24
200.10.94.171,1.0,1
194.74.151.201,1.0,2
46.229.168.130,1.0,34
74.214.251.194,1.0,16
46.229.168.152,1.9068322982087673,24
46.229.168.139,1.0,24
54.36.150.28,1.0,1
54.36.150.26,1.0,2
157.55.39.90,1.9158883083359672,2
54.36.150.47,1.0,5
46.229.168.131,2.0203774979918845,29
46.229.168.151,1.0999280064337298,17
194.61.24.46,100.0,1090
41.210.143.9,1.0,5
203.133.169.111,1.3635532333438687,16
2a03:2880:20ff:25::face:b00c,1.0,1
40.77.167.159,1.0,2
54.36.150.21,1.0,2
46.229.168.129,1.226713462634054,21
46.229.168.138,3.297904536879888,33
207.46.13.139,1.0,1
46.229.168.136,2.806832298208767,24
17.58.98.123,2.215888308335967,2
17.58.98.63,1.0,2
199.59.150.180,2.3317766166719345,4
2605:e000:160e:cb10:14df:934f:429b:9c4c,1.4387371636790223,11
46.229.168.132,1.0,28
54.36.148.35,2.159167373200866,3
46.229.168.147,3.098136987677788,39
2607:fcc0:6::119,1.0,2
199.10.31.194,1.0,49
180.76.15.160,2.215888308335967,2
2a03:2880:20ff:a::face:b00c,1.0,1
2a03:2880:20ff:28::face:b00c,1.0,1
2a03:2880:30ff:7::face:b00c,1.0,8
2a03:2880:30ff:10::face:b00c,1.0,2
199.59.150.181,2.3317766166719345,4
40.77.167.112,1.0,1
17.58.101.134,1.0,4
46.229.168.137,1.8267134626340538,21
77.88.47.81,1.8599999999999999,1
93.158.166.138,2.215888308335967,2
54.36.148.223,1.0,1
46.229.168.154,2.0974393641323945,20
162.158.65.242,1.8599999999999999,1
2400:cb00:36:1008::a29e:40f4,1.8599999999999999,1
162.158.64.244,1.0,98
46.229.168.144,1.0,21
209.17.97.50,1.0,3
180.76.15.143,1.0,2
54.36.149.14,1.0,1
54.36.148.96,1.0,2
178.221.238.210,1.015888308335967,2
40.77.167.44,1.0,2
66.249.69.60,1.8599999999999999,1
66.249.69.62,1.0,1
40.77.167.160,1.0,1
54.36.150.0,1.0,1
40.77.167.150,1.0,3
37.9.87.181,2.3974393641323943,20
40.77.167.27,1.0,1
191.96.132.207,1.0,1
54.36.149.89,1.0,2
5.255.250.25,1.0,2
77.88.47.90,2.215888308335967,2
54.36.150.155,1.0,2
54.36.149.62,1.8599999999999999,1
54.36.148.103,1.0,3
77.72.0.74,32.06991387300046,1043
40.77.167.106,1.56566274746046,5
54.36.148.11,1.0,2
157.55.39.152,1.0,4
40.77.167.208,1.0,1
91.242.162.71,1.9750556815368328,6
2a03:2880:10ff:10::face:b00c,1.0,1
2a03:2880:10ff:1e::face:b00c,1.0,1
2a03:2880:10ff:b::face:b00c,1.0,1
46.229.168.135,1.1974393641323946,20
54.36.148.220,1.0,3
60.191.38.77,1.0,4
77.88.47.25,1.0,1
184.154.36.174,1.0,21
54.36.150.53,1.0,1
40.77.167.20,1.0,2
54.39.178.250,1.8599999999999999,1
199.16.157.180,1.9158883083359672,2
180.76.15.137,1.0,2
54.36.149.104,1.0,3
54.36.150.172,1.0,1
54.36.148.91,1.0,1
54.36.148.204,1.0,1
35.189.52.196,1.0,1
40.77.167.63,1.0,3
54.36.150.15,1.0,1
199.16.157.183,1.9158883083359672,2
40.77.167.16,1.0,2
180.76.15.163,1.0,1
108.174.2.214,1.0,2
206.223.238.195,1.0,1
54.36.150.169,1.0,1
54.36.148.235,1.0,1
207.46.13.37,1.0,4
46.229.168.145,1.5267134626340537,21
54.36.148.202,1.0,1
66.249.79.26,2.9909439898728003,12
5.196.56.126,1.0,1
5.196.56.99,1.0,2
2a03:2880:20ff:7::face:b00c,1.0,2
2a03:2880:20ff:10::face:b00c,1.0,1
54.36.150.46,1.0,2
207.46.13.156,1.0,4
41.13.0.19,1.0,5
157.55.39.115,1.0,4
2a02:c7f:b01a:f000:80b0:62b0:6476:184c,1.0,2
77.88.5.41,1.8599999999999999,1
77.88.47.20,1.0,1
66.249.79.28,6.879441541679835,32
40.77.167.121,1.0,5
46.229.168.162,1.583434397769155,14
207.46.13.216,1.0,1
54.36.150.22,1.0,2
141.8.142.109,1.0,1
93.158.161.91,1.0,1
5.255.250.31,1.8599999999999999,1
141.8.142.182,1.0,1
37.9.87.158,1.0,2
77.88.47.61,1.0,1
54.36.148.211,1.0,1
2607:fcc0:6::114,1.0,1
204.187.14.74,1.0,16
66.249.79.2,3.5387371636790226,11
66.249.79.30,5.366663387499864,19
54.36.149.73,1.0,1
108.174.8.21,1.0,3
101.112.229.8,1.015888308335967,2
142.44.215.6,1.0,1
